0.99446, 7.91014
0.20041, 3.93843
0.21679, 4.10056
0.61683, 6.12706
0.47564, 5.49175
0.00476, 2.97969
0.95979, 7.84914
0.11367, 3.53087
0.18147, 3.91388
0.31660, 4.47019
0.48758, 5.48252
0.51174, 5.56684
0.60004, 6.05420
0.23916, 4.14526
0.76338, 6.81636
0.11867, 3.48813
0.08596, 3.38652
0.73086, 6.72626
0.70309, 6.54831
0.09716, 3.42958
0.66586, 6.30655
0.45528, 5.26918
0.66118, 6.30845
0.27402, 4.30901
0.36410, 4.85296
0.41882, 4.97156
0.55715, 5.79317
0.54852, 5.70853
0.15032, 3.69210
0.69197, 6.50580
0.61127, 6.02365
0.64596, 6.21145
0.01435, 3.00280
0.12610, 3.62279
0.03607, 3.23364
0.52386, 5.69850
0.83884, 7.25363
0.66569, 6.27601
0.46438, 5.28403
0.22326, 4.06506
0.53169, 5.70510
0.82172, 7.13630
0.00357, 3.02121
0.01337, 3.08166
0.10524, 3.51816
0.70536, 6.68558
0.36102, 4.72669
0.85302, 7.30651
0.84064, 7.18282
0.53884, 5.65739
0.08384, 3.43305
0.98188, 7.89928
0.62607, 6.22100
0.28319, 4.41241
0.13000, 3.67059
0.41649, 5.09821
0.66118, 6.15742
0.93019, 7.62590
0.72790, 6.70228
0.32009, 4.58437
0.45466, 5.32333
0.67104, 6.34805
0.01892, 3.14496
0.47420, 5.30445
0.49828, 5.52124
0.25119, 4.21526
0.27924, 4.46277
0.02072, 3.05472
0.30420, 4.50224
0.82706, 7.11746
0.72451, 6.55387
0.90602, 7.57221
0.46424, 5.27988
0.50884, 5.60010
0.46361, 5.34690
0.85432, 7.24408
0.23083, 4.10517
0.37483, 4.84096
0.79472, 6.95175
0.25552, 4.30977
0.61631, 6.18329
0.05079, 3.29369
0.42056, 5.11606
0.73256, 6.71718
0.52568, 5.63541
0.63863, 6.21550
0.97267, 7.84375
0.16967, 3.84787
0.06903, 3.28997
0.85396, 7.22893
0.39008, 4.93938
0.64089, 6.05432
0.77120, 6.86836
0.05875, 3.31820
0.88863, 7.37765
0.97292, 7.89668
0.39235, 4.98712
0.73976, 6.74241
0.40411, 4.91605
0.60120, 5.97655
0.78012, 6.97055
0.99641, 8.12276
0.33672, 4.72477
0.39564, 5.00713
0.08909, 3.50558
0.98796, 7.97361
0.98938, 8.00372
0.21984, 3.98948
0.68970, 6.41157
0.51742, 5.54892
0.20311, 3.96685
0.95132, 7.66654
0.75990, 6.79567
0.10188, 3.51895
0.51439, 5.49934
0.31559, 4.52090
0.68503, 6.39945
0.70276, 6.55402
0.69046, 6.43786
0.34759, 4.70192
0.25650, 4.31053
0.43235, 5.16619
0.32670, 4.62093
0.83291, 7.25145
0.14743, 3.73567
0.97446, 7.88053
0.28969, 4.45359
0.68552, 6.51145
0.60668, 6.10551
0.20694, 4.00394
0.25579, 4.22952
0.22133, 4.21950
0.77512, 6.96057
0.52328, 5.56123
0.90272, 7.48554
0.93183, 7.67006
0.00544, 2.95701
0.68049, 6.36825
0.87653, 7.45433
0.84438, 7.28290
0.00884, 3.01051
0.08985, 3.50704
0.01373, 3.08922
0.58971, 5.92488
0.89684, 7.55389
0.84627, 7.20796
0.33879, 4.69923
0.75115, 6.86342
0.13306, 3.67071
0.13264, 3.71408
0.09218, 3.48051
0.52283, 5.53625
0.01756, 3.10194
0.69878, 6.52823
0.73279, 6.65555
0.12387, 3.57481
0.85071, 7.19490
0.39391, 5.02579
0.88077, 7.37193
0.20610, 4.04652
0.91820, 7.56467
0.40038, 4.95499
0.26213, 4.24805
0.90881, 7.53480
0.01689, 2.97853
0.00347, 2.98222
0.19897, 3.94325
0.68670, 6.41139
0.99091, 7.94481
0.29876, 4.51669
0.89234, 7.41148
0.43293, 5.18058
0.37464, 4.88008
0.01939, 3.15614
0.85887, 7.29440
0.44279, 5.31809
0.38165, 4.94413
0.18039, 3.82895
0.66044, 6.29741
0.35614, 4.75657
0.14796, 3.84168
0.11215, 3.60494
0.97185, 7.83844
0.61514, 5.94249
0.31067, 4.52880
0.03232, 3.17802
0.21383, 4.05413
0.56504, 5.77943
0.64514, 6.17360
0.68628, 6.45591
0.96705, 7.90185
0.18878, 3.86557
0.58332, 5.90998
0.37413, 4.99838
0.36897, 4.88492
0.81400, 7.09024
0.69346, 6.43132
0.38379, 4.80312
0.85004, 7.17280
0.31796, 4.62078
0.03396, 3.19690
0.77984, 6.92257
0.64212, 6.28994
0.31191, 4.67987
0.47804, 5.38256
0.24559, 4.28577
0.08840, 3.44295
0.65055, 6.34296
0.15411, 3.76243
0.82375, 7.10896
0.16395, 3.75344
0.81251, 7.05690
0.69729, 6.61583
0.78512, 6.83056
0.71805, 6.57440
0.59744, 6.07431
0.58211, 5.89577
0.16698, 3.79803
0.29703, 4.51779
0.31580, 4.58596
0.06111, 3.24606
0.29173, 4.56890
0.83730, 7.17291
0.28265, 4.45307
0.11243, 3.51409
0.79713, 6.96831
0.15088, 3.76455
0.05603, 3.36482
0.63641, 6.19472
0.46095, 5.32656
0.48696, 5.37359
0.03117, 3.13765
0.77538, 6.78925
0.63425, 6.27579
0.97211, 7.94668
0.15881, 3.81131
0.79152, 6.94900
0.99632, 7.96140
0.50508, 5.49457
0.25756, 4.27361
0.64113, 6.25927
0.10463, 3.49435
0.37748, 4.84083
0.52286, 5.52973
0.34112, 4.75232
0.59112, 5.86641
0.96964, 7.88330
0.07114, 3.38610
0.71571, 6.55648
0.97179, 7.86771
0.92511, 7.67372
0.03279, 3.20807
0.90222, 7.48328
0.56720, 5.83194
0.28020, 4.41807
0.00875, 3.09189
0.80566, 7.02414
0.30353, 4.46243
0.03949, 3.19969
0.57957, 5.89555
0.46203, 5.36301
0.07421, 3.39554
0.85507, 7.24690
0.91564, 7.50410
0.72660, 6.63975
0.38175, 4.92108
0.76600, 6.76458
0.80240, 6.96447
0.98840, 7.97727
0.82830, 7.18709
0.95565, 7.80942
0.49223, 5.44053
0.41716, 5.16831
0.32383, 4.68484
0.44754, 5.16541
0.56516, 5.84582
0.29893, 4.51175
0.30194, 4.53022
0.29807, 4.46949
0.87320, 7.41098
0.99577, 7.87139
0.03864, 3.20821
0.28844, 4.48979
0.45696, 5.23015
0.58124, 5.92873
0.49135, 5.46661
0.46805, 5.31632
0.46782, 5.42149
0.18761, 3.97115
0.91466, 7.56113
0.84031, 7.23132
0.84273, 7.24729
0.95613, 7.77373
0.37701, 4.87992
0.83328, 7.12507
0.71118, 6.60394
0.61453, 6.06033
0.84500, 7.30095
0.55096, 5.84660
0.66225, 6.30888
0.42678, 5.22455
0.30719, 4.53770
0.89815, 7.54298
0.43151, 5.13232
0.81008, 7.10113
0.87659, 7.31576
0.11060, 3.50990
0.19065, 4.00996
0.86476, 7.24271
0.92288, 7.52451
0.87115, 7.44713
0.43914, 5.25042
0.97966, 7.89013
0.17102, 3.83058
0.99077, 7.99494
0.85486, 7.27635
0.09398, 3.52498
0.82621, 7.09090
0.33975, 4.67761
0.89939, 7.53110
0.61526, 6.03717
0.74361, 6.84601
0.01735, 3.16039
0.88194, 7.42664
0.72660, 6.55750
0.61230, 6.07130
0.99321, 7.97126
0.86193, 7.32699
0.09904, 3.55790
0.91684, 7.53111
0.28514, 4.43133
0.27169, 4.31642
0.31640, 4.56022
0.26151, 4.31810
0.52857, 5.66150
0.63379, 6.19508
0.62216, 6.04009
0.14605, 3.65539
0.51346, 5.60808
0.19119, 3.94497
0.37613, 4.84307
0.49536, 5.47559
0.42381, 5.22020
0.70304, 6.42482
0.71874, 6.58651
0.82839, 7.17370
0.49644, 5.37871
0.28319, 4.41360
0.82093, 7.06118
0.40227, 4.93373
0.87682, 7.36288
0.08516, 3.43328
0.40022, 5.00254
0.68335, 6.45126
0.20303, 3.99785
0.25490, 4.25175
0.38850, 4.94736
0.32854, 4.61588
0.78864, 6.94063
0.00116, 2.98325
0.98381, 7.93489
0.70072, 6.49702
0.28215, 4.47475
0.12068, 3.48880
0.67787, 6.47867
0.68434, 6.28120
0.60411, 5.98745
0.88840, 7.44131
0.70205, 6.49242
0.04463, 3.33790
0.53120, 5.62941
0.94068, 7.70763
0.43208, 5.12612
0.97358, 7.89659
0.22992, 4.12908
0.27493, 4.40222
0.02771, 3.06267
0.66357, 6.28953
0.35370, 4.70357
0.11852, 3.61243
0.61276, 6.02791
0.46281, 5.26872
0.14501, 3.70395
0.20461, 3.93097
0.66775, 6.35207
0.53682, 5.70090
0.12500, 3.60495
0.32646, 4.61839
0.92185, 7.59738
0.20346, 3.97181
0.96414, 7.72304
0.33550, 4.70641
0.16245, 3.85221
0.05141, 3.22331
0.91453, 7.60290
0.10298, 3.45310
0.23442, 4.20213
0.04121, 3.20044
0.53152, 5.55877
0.27229, 4.37413
0.57311, 5.75383
0.91818, 7.53640
0.88830, 7.47765
0.33301, 4.62764
0.72212, 6.61035
0.43927, 5.26320
0.35201, 4.72188
0.18086, 3.92540
0.52752, 5.59473
